sseqid	Category
-PID|71558979|gi|71558958|ref|NC_007206.1|:17125-18303	T4SS
-PID|71558980|gi|71558958|ref|NC_007206.1|:18312-19376	T4SS
-PID|71558981|gi|71558958|ref|NC_007206.1|:19386-21176	T4SS
-PID|114326650|gi|114326611|ref|NC_008342.1|:c43733-41733	T4SS
-PID|114326651|gi|114326611|ref|NC_008342.1|:c44844-43726	T4SS
-PID|114326652|gi|114326611|ref|NC_008342.1|:c45978-44848	T4SS
-PID|114326653|gi|114326611|ref|NC_008342.1|:c46730-45975	T4SS
-PID|114326654|gi|114326611|ref|NC_008342.1|:c47437-46727	T4SS
-PID|114326655|gi|114326611|ref|NC_008342.1|:c48965-47799	T4SS
-PID|114326657|gi|114326611|ref|NC_008342.1|:c50016-49303	T4SS
-PID|114326658|gi|114326611|ref|NC_008342.1|:c52433-50013	T4SS
-PID|114326659|gi|114326611|ref|NC_008342.1|:c52755-52435	T4SS
-PID|114326660|gi|114326611|ref|NC_008342.1|:c53059-52760	T4SS
-PID|114326661|gi|114326611|ref|NC_008342.1|:c53729-53052	T4SS
-PID|170736573|gi|170735571|ref|NC_010515.1|:c1128942-1127230	T4SS
-PID|170736575|gi|170735571|ref|NC_010515.1|:c1130457-1129306	T4SS
-PID|170736576|gi|170735571|ref|NC_010515.1|:c1131677-1130454	T4SS
-PID|170736577|gi|170735571|ref|NC_010515.1|:c1132494-1131670	T4SS
-PID|170736578|gi|170735571|ref|NC_010515.1|:c1133195-1132491	T4SS
-PID|170736580|gi|170735571|ref|NC_010515.1|:c1135254-1134103	T4SS
-PID|170736579|gi|170735571|ref|NC_010515.1|:c1134087-1133377	T4SS
-PID|170736581|gi|170735571|ref|NC_010515.1|:c1137731-1135251	T4SS
-PID|170736582|gi|170735571|ref|NC_010515.1|:c1138053-1137733	T4SS
-PID|170736583|gi|170735571|ref|NC_010515.1|:c1138426-1138073	T4SS
-PID|170736584|gi|170735571|ref|NC_010515.1|:c1139098-1138451	T4SS
-PID|186474537|gi|186474323|ref|NC_010627.1|:c297243-295438	T4SS
-PID|186474541|gi|186474323|ref|NC_010627.1|:c300239-299202	T4SS
-PID|186474543|gi|186474323|ref|NC_010627.1|:c302131-300770	T4SS
-PID|186474544|gi|186474323|ref|NC_010627.1|:c303066-302149	T4SS
-PID|186474545|gi|186474323|ref|NC_010627.1|:c303914-303063	T4SS
-PID|186474546|gi|186474323|ref|NC_010627.1|:c305138-304224	T4SS
-PID|186474548|gi|186474323|ref|NC_010627.1|:c306077-305400	T4SS
-PID|186474549|gi|186474323|ref|NC_010627.1|:c308663-306090	T4SS
-PID|186474550|gi|186474323|ref|NC_010627.1|:c309100-308663	T4SS
-PID|186474551|gi|186474323|ref|NC_010627.1|:c309460-309110	T4SS
-PID|186474552|gi|186474323|ref|NC_010627.1|:c310157-309504	T4SS
-PID|188535915|gi|188535911|ref|NC_010696.1|:2266-2943	T4SS
-PID|188535916|gi|188535911|ref|NC_010696.1|:2957-3274	T4SS
-PID|188535917|gi|188535911|ref|NC_010696.1|:3328-3723	T4SS
-PID|188535918|gi|188535911|ref|NC_010696.1|:3689-6163	T4SS
-PID|188535919|gi|188535911|ref|NC_010696.1|:6150-6824	T4SS
-PID|188535921|gi|188535911|ref|NC_010696.1|:7046-7849	T4SS
-PID|188535922|gi|188535911|ref|NC_010696.1|:7870-8655	T4SS
-PID|188535923|gi|188535911|ref|NC_010696.1|:8648-9871	T4SS
-PID|188535924|gi|188535911|ref|NC_010696.1|:9940-11013	T4SS
-PID|188535925|gi|188535911|ref|NC_010696.1|:11023-13074	T4SS
-PID|206562190|gi|206561868|ref|NC_011001.1|:379651-380298	T4SS
-PID|206562191|gi|206561868|ref|NC_011001.1|:380323-380676	T4SS
-PID|206562192|gi|206561868|ref|NC_011001.1|:380678-381016	T4SS
-PID|206562193|gi|206561868|ref|NC_011001.1|:381018-383498	T4SS
-PID|206562195|gi|206561868|ref|NC_011001.1|:384662-385372	T4SS
-PID|206562194|gi|206561868|ref|NC_011001.1|:383495-384646	T4SS
-PID|206562197|gi|206561868|ref|NC_011001.1|:385554-386258	T4SS
-PID|206562198|gi|206561868|ref|NC_011001.1|:386255-387079	T4SS
-PID|206562199|gi|206561868|ref|NC_011001.1|:387072-388295	T4SS
-PID|206562200|gi|206561868|ref|NC_011001.1|:388346-389443	T4SS
-PID|319778303|gi|319778189|ref|NC_014914.1|:130277-131008	T4SS
-PID|319778304|gi|319778189|ref|NC_014914.1|:131119-131415	T4SS
-PID|319778305|gi|319778189|ref|NC_014914.1|:131740-134145	T4SS
-PID|319778318|gi|319778189|ref|NC_014914.1|:141734-142363	T4SS
-PID|319778319|gi|319778189|ref|NC_014914.1|:142372-143496	T4SS
-PID|319778326|gi|319778189|ref|NC_014914.1|:147962-148672	T4SS
-PID|319778327|gi|319778189|ref|NC_014914.1|:148697-149509	T4SS
-PID|319778328|gi|319778189|ref|NC_014914.1|:149510-150673	T4SS
-PID|319778334|gi|319778189|ref|NC_014914.1|:153015-154031	T4SS
-PID|319778335|gi|319778189|ref|NC_014914.1|:154054-156126	T4SS
-PID|171057550|gi|171056692|ref|NC_010524.1|:c927958-925925	T4SS
-PID|171057551|gi|171056692|ref|NC_010524.1|:c929061-927955	T4SS
-PID|171057552|gi|171056692|ref|NC_010524.1|:c930560-929082	T4SS
-PID|171057553|gi|171056692|ref|NC_010524.1|:c931500-930553	T4SS
-PID|171057554|gi|171056692|ref|NC_010524.1|:c932369-931497	T4SS
-PID|171057556|gi|171056692|ref|NC_010524.1|:c934228-933191	T4SS
-PID|171057555|gi|171056692|ref|NC_010524.1|:c933101-932385	T4SS
-PID|171057558|gi|171056692|ref|NC_010524.1|:c937147-934655	T4SS
-PID|171057559|gi|171056692|ref|NC_010524.1|:c937463-937131	T4SS
-PID|171057560|gi|171056692|ref|NC_010524.1|:c937772-937482	T4SS
-PID|171057561|gi|171056692|ref|NC_010524.1|:c938303-937794	T4SS
-PID|38639495|gi|38639487|ref|NC_005240.1|:12425-13312	T4SS
-PID|38639508|gi|38639487|ref|NC_005240.1|:3172-3549	T4SS
-PID|38639509|gi|38639487|ref|NC_005240.1|:3546-3845	T4SS
-PID|38639490|gi|38639487|ref|NC_005240.1|:3868-6501	T4SS
-PID|38639504|gi|38639487|ref|NC_005240.1|:6498-7163	T4SS
-PID|38639496|gi|38639487|ref|NC_005240.1|:7817-8683	T4SS
-PID|38639510|gi|38639487|ref|NC_005240.1|:7229-7429	T4SS
-PID|38639503|gi|38639487|ref|NC_005240.1|:8680-9354	T4SS
-PID|38639499|gi|38639487|ref|NC_005240.1|:9379-10167	T4SS
-PID|38639492|gi|38639487|ref|NC_005240.1|:10164-11384	T4SS
-PID|38639502|gi|38639487|ref|NC_005240.1|:11395-12414	T4SS
-PID|38639491|gi|38639487|ref|NC_005240.1|:c20294-18720	T4SS
-PID|51492531|gi|51492513|ref|NC_006143.1|:c18230-16305	T4SS
-PID|51492532|gi|51492513|ref|NC_006143.1|:c19188-18196	T4SS
-PID|51492533|gi|51492513|ref|NC_006143.1|:c20416-19202	T4SS
-PID|51492534|gi|51492513|ref|NC_006143.1|:c21249-20416	T4SS
-PID|51492535|gi|51492513|ref|NC_006143.1|:c22001-21252	T4SS
-PID|51492537|gi|51492513|ref|NC_006143.1|:c23332-22322	T4SS
-PID|51492539|gi|51492513|ref|NC_006143.1|:c24286-23648	T4SS
-PID|51492540|gi|51492513|ref|NC_006143.1|:c26736-24289	T4SS
-PID|51492541|gi|51492513|ref|NC_006143.1|:c27053-26733	T4SS
-PID|51492542|gi|51492513|ref|NC_006143.1|:c27394-27071	T4SS
-PID|59714394|gi|59714356|ref|NC_006842.1|:25673-25981	T4SS
-PID|172087628|gi|59714356|ref|NC_006842.1|:25993-26295	T4SS
-PID|59714395|gi|59714356|ref|NC_006842.1|:26299-28752	T4SS
-PID|59714410|gi|59714356|ref|NC_006842.1|:44060-44800	T4SS
-PID|59714411|gi|59714356|ref|NC_006842.1|:44803-45837	T4SS
-PID|172087629|gi|59714356|ref|NC_006842.1|:28724-28846	T4SS
-PID|59714396|gi|59714356|ref|NC_006842.1|:28836-29516	T4SS
-PID|59714397|gi|59714356|ref|NC_006842.1|:29523-30431	T4SS
-PID|59714398|gi|59714356|ref|NC_006842.1|:30428-31618	T4SS
-PID|59714399|gi|59714356|ref|NC_006842.1|:31621-32628	T4SS
-PID|59714400|gi|59714356|ref|NC_006842.1|:32705-34531	T4SS
-PID|92109565|gi|92109490|ref|NC_007960.1|:c84531-82387	T4SS
-PID|92109566|gi|92109490|ref|NC_007960.1|:c85558-84509	T4SS
-PID|92109567|gi|92109490|ref|NC_007960.1|:c86867-85530	T4SS
-PID|92109568|gi|92109490|ref|NC_007960.1|:c87677-86874	T4SS
-PID|92109569|gi|92109490|ref|NC_007960.1|:c88390-87674	T4SS
-PID|92109570|gi|92109490|ref|NC_007960.1|:c89517-88387	T4SS
-PID|92109572|gi|92109490|ref|NC_007960.1|:c90639-89920	T4SS
-PID|92109574|gi|92109490|ref|NC_007960.1|:c93951-91540	T4SS
-PID|92109575|gi|92109490|ref|NC_007960.1|:c94258-93962	T4SS
-PID|92109576|gi|92109490|ref|NC_007960.1|:c94560-94255	T4SS
-PID|268593653|gi|268593652|ref|NC_013509.1|:c1938-1	T4SS
-PID|268593654|gi|268593652|ref|NC_013509.1|:c2935-1904	T4SS
-PID|268593655|gi|268593652|ref|NC_013509.1|:c4145-2916	T4SS
-PID|268593657|gi|268593652|ref|NC_013509.1|:c4762-4142	T4SS
-PID|268593658|gi|268593652|ref|NC_013509.1|:c5720-4980	T4SS
-PID|268593661|gi|268593652|ref|NC_013509.1|:c7112-6102	T4SS
-PID|268593663|gi|268593652|ref|NC_013509.1|:c8026-7394	T4SS
-PID|268593665|gi|268593652|ref|NC_013509.1|:c10581-8023	T4SS
-PID|268593666|gi|268593652|ref|NC_013509.1|:c11129-10809	T4SS
-PID|285017481|ref|NC_013722.1|:740196-740474	T4SS
-PID|285017482|ref|NC_013722.1|:740520-740690	T4SS
-PID|285018398|ref|NC_013722.1|:1913110-1914222	T4SS
-PID|285018605|ref|NC_013722.1|:c2159466-2156995	T4SS
-PID|285018606|ref|NC_013722.1|:c2159946-2159635	T4SS
-PID|285018607|ref|NC_013722.1|:c2160343-2159939	T4SS
-PID|285018608|ref|NC_013722.1|:c2161301-2160414	T4SS
-PID|285018609|ref|NC_013722.1|:c2162468-2161413	T4SS
-PID|285018610|ref|NC_013722.1|:c2163662-2162487	T4SS
-PID|285018611|ref|NC_013722.1|:c2164432-2163671	T4SS
-PID|285018612|ref|NC_013722.1|:c2165403-2164429	T4SS
-PID|285018637|ref|NC_013722.1|:c2187640-2186528	T4SS
-PID|285019121|ref|NC_013722.1|:2817683-2818189	T4SS
-PID|116691413|gi|116691273|ref|NC_008543.1|:148123-148770	T4SS
-PID|116691415|gi|116691273|ref|NC_008543.1|:149168-149488	T4SS
-PID|116691416|gi|116691273|ref|NC_008543.1|:149490-151970	T4SS
-PID|116691418|gi|116691273|ref|NC_008543.1|:153134-153841	T4SS
-PID|116691417|gi|116691273|ref|NC_008543.1|:151967-153118	T4SS
-PID|116691419|gi|116691273|ref|NC_008543.1|:154023-154727	T4SS
-PID|116691420|gi|116691273|ref|NC_008543.1|:154724-155548	T4SS
-PID|116691421|gi|116691273|ref|NC_008543.1|:155541-156764	T4SS
-PID|116691422|gi|116691273|ref|NC_008543.1|:156854-157912	T4SS
-PID|116691424|gi|116691273|ref|NC_008543.1|:158276-159988	T4SS
-PID|159186516|gi|159186452|ref|NC_003064.2|:160508-161194	T4SS
-PID|16119387|gi|159186452|ref|NC_003064.2|:161191-161490	T4SS
-PID|16119388|gi|159186452|ref|NC_003064.2|:161493-161834	T4SS
-PID|159186517|gi|159186452|ref|NC_003064.2|:161935-164208	T4SS
-PID|16119390|gi|159186452|ref|NC_003064.2|:164208-164906	T4SS
-PID|159186518|gi|159186452|ref|NC_003064.2|:165141-166076	T4SS
-PID|16119392|gi|159186452|ref|NC_003064.2|:166112-166378	T4SS
-PID|16119393|gi|159186452|ref|NC_003064.2|:166382-167053	T4SS
-PID|159186519|gi|159186452|ref|NC_003064.2|:167053-167904	T4SS
-PID|16119395|gi|159186452|ref|NC_003064.2|:167919-169091	T4SS
-PID|16119396|gi|159186452|ref|NC_003064.2|:169100-170110	T4SS
-PID|16119337|gi|159186452|ref|NC_003064.2|:c115457-113538	T4SS
-PID|21492819|gi|89255298|ref|NC_004041.2|:161901-162569	T4SS
-PID|21492818|gi|89255298|ref|NC_004041.2|:162566-162865	T4SS
-PID|21492817|gi|89255298|ref|NC_004041.2|:162871-163209	T4SS
-PID|21492816|gi|89255298|ref|NC_004041.2|:163181-165568	T4SS
-PID|21492815|gi|89255298|ref|NC_004041.2|:165565-166266	T4SS
-PID|21492814|gi|89255298|ref|NC_004041.2|:166499-167431	T4SS
-PID|21492813|gi|89255298|ref|NC_004041.2|:167473-167754	T4SS
-PID|89255350|gi|89255298|ref|NC_004041.2|:167756-168427	T4SS
-PID|21492811|gi|89255298|ref|NC_004041.2|:168424-169281	T4SS
-PID|21492810|gi|89255298|ref|NC_004041.2|:169290-170465	T4SS
-PID|21492809|gi|89255298|ref|NC_004041.2|:170474-171502	T4SS
-PID|21492796|gi|89255298|ref|NC_004041.2|:c181986-180067	T4SS
-PID|153008013|gi|153007346|ref|NC_009667.1|:702280-702969	T4SS
-PID|153008014|gi|153007346|ref|NC_009667.1|:702966-703265	T4SS
-PID|153008015|gi|153007346|ref|NC_009667.1|:703269-703610	T4SS
-PID|153008016|gi|153007346|ref|NC_009667.1|:703603-705993	T4SS
-PID|153008017|gi|153007346|ref|NC_009667.1|:705993-706691	T4SS
-PID|153008019|gi|153007346|ref|NC_009667.1|:706926-707840	T4SS
-PID|153008020|gi|153007346|ref|NC_009667.1|:707837-708148	T4SS
-PID|153008021|gi|153007346|ref|NC_009667.1|:708148-708819	T4SS
-PID|153008022|gi|153007346|ref|NC_009667.1|:708819-709679	T4SS
-PID|153008023|gi|153007346|ref|NC_009667.1|:709685-710860	T4SS
-PID|153008024|gi|153007346|ref|NC_009667.1|:710869-711870	T4SS
-PID|153007989|gi|153007346|ref|NC_009667.1|:c676504-674591	T4SS
-PID|167643946|gi|167643928|ref|NC_010332.1|:c19932-17230	T4SS
-PID|167643947|gi|167643928|ref|NC_010332.1|:c21580-20480	T4SS
-PID|167643948|gi|167643928|ref|NC_010332.1|:c22691-21531	T4SS
-PID|167643949|gi|167643928|ref|NC_010332.1|:c23563-22691	T4SS
-PID|167643950|gi|167643928|ref|NC_010332.1|:c24270-23560	T4SS
-PID|167643951|gi|167643928|ref|NC_010332.1|:c24440-24276	T4SS
-PID|167643952|gi|167643928|ref|NC_010332.1|:c25659-24577	T4SS
-PID|167643954|gi|167643928|ref|NC_010332.1|:c26790-26071	T4SS
-PID|167643955|gi|167643928|ref|NC_010332.1|:c29276-26796	T4SS
-PID|167643956|gi|167643928|ref|NC_010332.1|:c29606-29283	T4SS
-PID|167643957|gi|167643928|ref|NC_010332.1|:c30086-29616	T4SS
-PID|167643959|gi|167643928|ref|NC_010332.1|:c33184-32414	T4SS
-PID|190570414|gi|190570396|ref|NC_010919.1|:c18230-16305	T4SS
-PID|190570415|gi|190570396|ref|NC_010919.1|:c19188-18196	T4SS
-PID|190570416|gi|190570396|ref|NC_010919.1|:c20416-19202	T4SS
-PID|190570417|gi|190570396|ref|NC_010919.1|:c21249-20416	T4SS
-PID|190570418|gi|190570396|ref|NC_010919.1|:c22001-21252	T4SS
-PID|190570419|gi|190570396|ref|NC_010919.1|:c22207-22001	T4SS
-PID|190570420|gi|190570396|ref|NC_010919.1|:c23332-22322	T4SS
-PID|190570422|gi|190570396|ref|NC_010919.1|:c24292-23648	T4SS
-PID|190570423|gi|190570396|ref|NC_010919.1|:c26736-24289	T4SS
-PID|190570424|gi|190570396|ref|NC_010919.1|:c27053-26733	T4SS
-PID|190570425|gi|190570396|ref|NC_010919.1|:c27394-27071	T4SS
-PID|190894127|gi|190893983|ref|NC_010996.1|:177074-177715	T4SS
-PID|190894128|gi|190893983|ref|NC_010996.1|:177730-178029	T4SS
-PID|190894129|gi|190893983|ref|NC_010996.1|:178035-178373	T4SS
-PID|190894130|gi|190893983|ref|NC_010996.1|:178345-180732	T4SS
-PID|190894131|gi|190893983|ref|NC_010996.1|:180729-181430	T4SS
-PID|190894133|gi|190893983|ref|NC_010996.1|:181663-182595	T4SS
-PID|190894134|gi|190893983|ref|NC_010996.1|:182635-182916	T4SS
-PID|190894135|gi|190893983|ref|NC_010996.1|:182918-183589	T4SS
-PID|190894136|gi|190893983|ref|NC_010996.1|:183586-184443	T4SS
-PID|190894137|gi|190893983|ref|NC_010996.1|:184452-185624	T4SS
-PID|190894138|gi|190893983|ref|NC_010996.1|:185633-186661	T4SS
-PID|190894151|gi|190893983|ref|NC_010996.1|:c196204-194285	T4SS
-PID|227819260|gi|227818258|ref|NC_012586.1|:990745-991359	T4SS
-PID|227819261|gi|227818258|ref|NC_012586.1|:991356-991658	T4SS
-PID|227819262|gi|227818258|ref|NC_012586.1|:991663-992001	T4SS
-PID|227819263|gi|227818258|ref|NC_012586.1|:991994-994351	T4SS
-PID|227819264|gi|227818258|ref|NC_012586.1|:994351-995046	T4SS
-PID|227819266|gi|227818258|ref|NC_012586.1|:995281-996195	T4SS
-PID|227819267|gi|227818258|ref|NC_012586.1|:996195-996524	T4SS
-PID|227819268|gi|227818258|ref|NC_012586.1|:996528-997199	T4SS
-PID|227819269|gi|227818258|ref|NC_012586.1|:997223-998065	T4SS
-PID|227819270|gi|227818258|ref|NC_012586.1|:998062-999228	T4SS
-PID|227819271|gi|227818258|ref|NC_012586.1|:999242-1000237	T4SS
-PID|227819287|gi|227818258|ref|NC_012586.1|:c1013114-1011201	T4SS
-PID|163868774|gi|163867306|ref|NC_010161.1|:1800215-1800535	T4SS
-PID|163868775|gi|163867306|ref|NC_010161.1|:1800536-1800844	T4SS
-PID|163868776|gi|163867306|ref|NC_010161.1|:1800867-1803221	T4SS
-PID|163868777|gi|163867306|ref|NC_010161.1|:1803218-1803703	T4SS
-PID|163868778|gi|163867306|ref|NC_010161.1|:1803690-1804667	T4SS
-PID|163868779|gi|163867306|ref|NC_010161.1|:1804879-1805193	T4SS
-PID|163868780|gi|163867306|ref|NC_010161.1|:1805183-1805851	T4SS
-PID|163868781|gi|163867306|ref|NC_010161.1|:1805848-1806714	T4SS
-PID|163868782|gi|163867306|ref|NC_010161.1|:1806707-1807879	T4SS
-PID|163868783|gi|163867306|ref|NC_010161.1|:1807876-1808946	T4SS
-PID|163868786|gi|163867306|ref|NC_010161.1|:1811015-1812931	T4SS
-PID|163869103|gi|163867306|ref|NC_010161.1|:2292828-2293178	T4SS
-PID|163869104|gi|163867306|ref|NC_010161.1|:2293182-2293520	T4SS
-PID|163869105|gi|163867306|ref|NC_010161.1|:2295876-2296604	T4SS
-PID|163869107|gi|163867306|ref|NC_010161.1|:2297316-2297720	T4SS
-PID|163869109|gi|163867306|ref|NC_010161.1|:2298689-2298976	T4SS
-PID|163869110|gi|163867306|ref|NC_010161.1|:2298973-2299644	T4SS
-PID|163869111|gi|163867306|ref|NC_010161.1|:2299647-2300498	T4SS
-PID|163869112|gi|163867306|ref|NC_010161.1|:2300545-2301732	T4SS
-PID|163869113|gi|163867306|ref|NC_010161.1|:2301793-2302848	T4SS
-PID|240850957|ref|NC_012846.1|:1670135-1670461	T4SS
-PID|240850958|ref|NC_012846.1|:1670462-1670770	T4SS
-PID|240850959|ref|NC_012846.1|:1670793-1673147	T4SS
-PID|240850960|ref|NC_012846.1|:1673144-1673665	T4SS
-PID|240850961|ref|NC_012846.1|:1673652-1674638	T4SS
-PID|240850962|ref|NC_012846.1|:1674849-1675151	T4SS
-PID|240850963|ref|NC_012846.1|:1675141-1675809	T4SS
-PID|240850964|ref|NC_012846.1|:1675806-1676672	T4SS
-PID|240850965|ref|NC_012846.1|:1676665-1677825	T4SS
-PID|240850966|ref|NC_012846.1|:1677822-1678892	T4SS
-PID|240850969|ref|NC_012846.1|:1680973-1682889	T4SS
-PID|240851196|ref|NC_012846.1|:2070059-2070409	T4SS
-PID|240851197|ref|NC_012846.1|:2070437-2070760	T4SS
-PID|240851198|ref|NC_012846.1|:2070760-2073120	T4SS
-PID|240851199|ref|NC_012846.1|:2073117-2073890	T4SS
-PID|240851204|ref|NC_012846.1|:2075964-2076902	T4SS
-PID|240851205|ref|NC_012846.1|:2076909-2077193	T4SS
-PID|240851206|ref|NC_012846.1|:2077190-2077861	T4SS
-PID|240851207|ref|NC_012846.1|:2077864-2078718	T4SS
-PID|240851208|ref|NC_012846.1|:2078746-2079930	T4SS
-PID|240851209|ref|NC_012846.1|:2079940-2080992	T4SS
-PID|319898256|gi|319898193|ref|NC_014932.1|:c82550-81270	T4SS
-PID|319898257|gi|319898193|ref|NC_014932.1|:c83407-82547	T4SS
-PID|319898258|gi|319898193|ref|NC_014932.1|:c84087-83404	T4SS
-PID|319898259|gi|319898193|ref|NC_014932.1|:c84388-84062	T4SS
-PID|319898260|gi|319898193|ref|NC_014932.1|:c85570-84578	T4SS
-PID|319898261|gi|319898193|ref|NC_014932.1|:c86046-85576	T4SS
-PID|319898262|gi|319898193|ref|NC_014932.1|:c88361-86007	T4SS
-PID|319898263|gi|319898193|ref|NC_014932.1|:c88679-88371	T4SS
-PID|319898264|gi|319898193|ref|NC_014932.1|:c89030-88680	T4SS
-PID|319898789|gi|319898193|ref|NC_014932.1|:679426-679776	T4SS
-PID|319898790|gi|319898193|ref|NC_014932.1|:679777-680085	T4SS
-PID|319898791|gi|319898193|ref|NC_014932.1|:680095-682449	T4SS
-PID|319898792|gi|319898193|ref|NC_014932.1|:682410-682880	T4SS
-PID|319898793|gi|319898193|ref|NC_014932.1|:682886-683878	T4SS
-PID|319898794|gi|319898193|ref|NC_014932.1|:684068-684394	T4SS
-PID|319898795|gi|319898193|ref|NC_014932.1|:684369-685052	T4SS
-PID|319898796|gi|319898193|ref|NC_014932.1|:685049-685909	T4SS
-PID|319898797|gi|319898193|ref|NC_014932.1|:685906-687186	T4SS
-PID|319898802|gi|319898193|ref|NC_014932.1|:695214-697130	T4SS
-PID|319898809|gi|319898193|ref|NC_014932.1|:c705686-704616	T4SS
-PID|319898810|gi|319898193|ref|NC_014932.1|:c706963-705683	T4SS
-PID|319898811|gi|319898193|ref|NC_014932.1|:c707820-706960	T4SS
-PID|319898812|gi|319898193|ref|NC_014932.1|:c708500-707817	T4SS
-PID|319898813|gi|319898193|ref|NC_014932.1|:c708801-708475	T4SS
-PID|319898814|gi|319898193|ref|NC_014932.1|:c709983-708991	T4SS
-PID|319898815|gi|319898193|ref|NC_014932.1|:c710459-709989	T4SS
-PID|319898816|gi|319898193|ref|NC_014932.1|:c712774-710420	T4SS
-PID|319898817|gi|319898193|ref|NC_014932.1|:c713092-712784	T4SS
-PID|319898818|gi|319898193|ref|NC_014932.1|:c713443-713093	T4SS
-PID|15838640|gi|57014152|ref|NC_002488.3|:c1949832-1948438	T4SS
-PID|15838642|gi|57014152|ref|NC_002488.3|:c1952281-1950881	T4SS
-PID|15838643|gi|57014152|ref|NC_002488.3|:c1952763-1952287	T4SS
-PID|15838644|gi|57014152|ref|NC_002488.3|:c1953656-1952766	T4SS
-PID|15838645|gi|57014152|ref|NC_002488.3|:c1954389-1953673	T4SS
-PID|15838646|gi|57014152|ref|NC_002488.3|:c1957244-1956924	T4SS
-PID|15838647|gi|57014152|ref|NC_002488.3|:c1957681-1957247	T4SS
-PID|15838648|gi|57014152|ref|NC_002488.3|:c1957946-1957653	T4SS
-PID|15838649|gi|57014152|ref|NC_002488.3|:1957985-1958146	T4SS
-PID|15838650|gi|57014152|ref|NC_002488.3|:1958143-1958679	T4SS
-PID|325980826|ref|NC_015221.1|:c7698-6607	T4SS
-PID|325980828|ref|NC_015221.1|:c8744-7944	T4SS
-PID|325980829|ref|NC_015221.1|:c10153-8762	T4SS
-PID|325980830|ref|NC_015221.1|:c10669-10166	T4SS
-PID|325980831|ref|NC_015221.1|:c11598-10672	T4SS
-PID|325980832|ref|NC_015221.1|:c12389-11613	T4SS
-PID|325980833|ref|NC_015221.1|:c14923-12389	T4SS
-PID|325980834|ref|NC_015221.1|:c15231-14920	T4SS
-PID|325980835|ref|NC_015221.1|:c15663-15250	T4SS
-PID|325980854|ref|NC_015221.1|:31888-33732	T4SS
-PID|325980855|ref|NC_015221.1|:33762-34301	T4SS
-PID|257091575|gi|257091505|ref|NC_013193.1|:76633-78543	T4SS
-PID|257091576|gi|257091505|ref|NC_013193.1|:78540-79076	T4SS
-PID|257091649|gi|257091505|ref|NC_013193.1|:c155132-153606	T4SS
-PID|257091650|gi|257091505|ref|NC_013193.1|:c155368-155141	T4SS
-PID|257091651|gi|257091505|ref|NC_013193.1|:c156187-155384	T4SS
-PID|257091652|gi|257091505|ref|NC_013193.1|:c157657-156206	T4SS
-PID|257091653|gi|257091505|ref|NC_013193.1|:c158125-157664	T4SS
-PID|257091654|gi|257091505|ref|NC_013193.1|:c159805-159032	T4SS
-PID|257091655|gi|257091505|ref|NC_013193.1|:c162360-159802	T4SS
-PID|257091656|gi|257091505|ref|NC_013193.1|:c162668-162357	T4SS
-PID|257091657|gi|257091505|ref|NC_013193.1|:c163093-162671	T4SS
-PID|257091658|gi|257091505|ref|NC_013193.1|:c164069-163107	T4SS
-PID|257070293|gi|257070292|ref|NC_013176.1|:1310-2092	T4SS
-PID|257070294|gi|257070292|ref|NC_013176.1|:2089-3009	T4SS
-PID|257070295|gi|257070292|ref|NC_013176.1|:3012-3500	T4SS
-PID|257070296|gi|257070292|ref|NC_013176.1|:3505-4926	T4SS
-PID|257070297|gi|257070292|ref|NC_013176.1|:4947-5711	T4SS
-PID|257070299|gi|257070292|ref|NC_013176.1|:5959-7677	T4SS
-PID|257070311|gi|257070292|ref|NC_013176.1|:c20426-19890	T4SS
-PID|257070312|gi|257070292|ref|NC_013176.1|:c22336-20423	T4SS
-PID|257070359|gi|257070292|ref|NC_013176.1|:73493-74455	T4SS
-PID|257070360|gi|257070292|ref|NC_013176.1|:74472-74936	T4SS
-PID|257070361|gi|257070292|ref|NC_013176.1|:74940-75251	T4SS
-PID|114326561|gi|114326555|ref|NC_008341.1|:c8207-6945	T4SS
-PID|114326562|gi|114326555|ref|NC_008341.1|:c8761-8303	T4SS
-PID|114326563|gi|114326555|ref|NC_008341.1|:c9339-8758	T4SS
-PID|114326570|gi|114326555|ref|NC_008341.1|:c21059-20607	T4SS
-PID|114326571|gi|114326555|ref|NC_008341.1|:c21765-21073	T4SS
-PID|114326572|gi|114326555|ref|NC_008341.1|:c23334-21880	T4SS
-PID|114326573|gi|114326555|ref|NC_008341.1|:c24386-23637	T4SS
-PID|114326574|gi|114326555|ref|NC_008341.1|:c26862-24364	T4SS
-PID|114326575|gi|114326555|ref|NC_008341.1|:c27194-26877	T4SS
-PID|114326576|gi|114326555|ref|NC_008341.1|:c27652-27197	T4SS
-PID|114326577|gi|114326555|ref|NC_008341.1|:c28627-27662	T4SS
-PID|114326602|gi|114326555|ref|NC_008341.1|:52240-54159	T4SS
-PID|114326603|gi|114326555|ref|NC_008341.1|:54156-54716	T4SS
-PID|86359854|gi|86359705|ref|NC_007762.1|:c169914-167977	T4SS
-PID|86359858|gi|86359705|ref|NC_007762.1|:174029-174595	T4SS
-PID|86359867|gi|86359705|ref|NC_007762.1|:c181277-179970	T4SS
-PID|86359868|gi|86359705|ref|NC_007762.1|:c181727-181290	T4SS
-PID|86359869|gi|86359705|ref|NC_007762.1|:c182543-181731	T4SS
-PID|86359870|gi|86359705|ref|NC_007762.1|:c183223-182561	T4SS
