sseqid	Category
-ICEberg|1103|ICEMlSym-NZP2037--beta|GenBank|CP016079|3031358..3058942	Integrative_Conjugative_Element
	Unknown
-ICEberg|1104|ICEMoSym-WSM2075--beta|GenBank|NC_015675|2836947..2859919	Integrative_Conjugative_Element
	Unknown
-ICEberg|1105|ICEMaSym-WSM2073--gamma|GenBank|NC_019973|2421803..2429562	Integrative_Conjugative_Element
	Unknown
-ICEberg|1106|ICEMcSym-1271--gamma|GenBank|NC_014923|2444639..2452398	Integrative_Conjugative_Element
	Unknown
-ICEberg|1107|ICEMcSym-1284--gamma|GenBank|CP015064|4618583..4626343	Integrative_Conjugative_Element
	Unknown
-ICEberg|1108|ICEMlSym-NZP2037--gamma|GenBank|CP016079|2577929..2584131	Integrative_Conjugative_Element
	Unknown
-ICEberg|1109|ICEMoSym-WSM2075--gamma|GenBank|NC_015675|2571792..2579551	Integrative_Conjugative_Element
	Unknown
-ICEberg|1110|ICEKpnQD23-1|GenBank|CP042858.1|4831525..5022379	Integrative_Conjugative_Element
	Unknown
-ICEberg|1111|ICEKpnLS257-1|GenBank|CP025639.1|468487..561069	Integrative_Conjugative_Element
	Unknown
-ICEberg|1112|ICEKpnLS357-2|GenBank|CP025639.1|729372..808529	Integrative_Conjugative_Element
	Unknown
-ICEberg|1113|ICEKpnLS357-3|GenBank|CP025639.1|3661462..3730667	Integrative_Conjugative_Element
	Unknown
-ICEberg|1114|ICEKpn12208-1|GenBank|CP030172.1|1728573..1790738	Integrative_Conjugative_Element
	Unknown
-ICEberg|1115|ICEKpn156070-1|GenBank|CP047648.1|744979..799920	Integrative_Conjugative_Element
	Unknown
-ICEberg|1116|ICEKpn158590-1|GenBank|CP047649.1|744979..799920	Integrative_Conjugative_Element
	Unknown
-ICEberg|1117|ICEKpn16_GR_13-1|GenBank|CP027036.1|332495..484436	Integrative_Conjugative_Element
	Unknown
-ICEberg|1118|ICEKpn16_GR_13-2|GenBank|CP027036.1|4684844..4750459	Integrative_Conjugative_Element
	Unknown
-ICEberg|1119|ICEKpn160111-1|GenBank|CP029689.1|1412270..1471622	Integrative_Conjugative_Element
	Unknown
-ICEberg|1120|ICEKpn18CPO060-1|GenBank|CP034778.1|1797187..1860430	Integrative_Conjugative_Element
	Unknown
-ICEberg|1121|ICEKpn2_GR_12-1|GenBank|CP027053.1|4851907..4908048	Integrative_Conjugative_Element
	Unknown
-ICEberg|1122|ICEKpn20_GR_12-1|GenBank|CP027048.1|741671..797813	Integrative_Conjugative_Element
	Unknown
-ICEberg|1123|ICEKpn2019036D-1|GenBank|CP047336.1|3836310..3895556	Integrative_Conjugative_Element
	Unknown
-ICEberg|1124|ICEKpn207M1D0-1|GenBank|LT216436.1|1016874..1071816	Integrative_Conjugative_Element
	Unknown
-ICEberg|1125|ICEKpn2-1-1|GenBank|CP031562.1|739347..794289	Integrative_Conjugative_Element
	Unknown
-ICEberg|1126|ICEKpn2N3-1|GenBank|CP025541.3|3519217..3572657	Integrative_Conjugative_Element
	Unknown
-ICEberg|1127|ICEKpn30660-NJST258_1-1|GenBank|CP006923.1|740709..797338	Integrative_Conjugative_Element
	Unknown
-ICEberg|1128|ICEKpn30684-NJST258_2-1|GenBank|CP006918.1|786130..841072	Integrative_Conjugative_Element
	Unknown
-ICEberg|1129|ICEKpn32192-2|GenBank|CP010361.1|740485..795427	Integrative_Conjugative_Element
	Unknown
-ICEberg|112|ICEYe1|GenBank|FN298493|16910..137431	Integrative_Conjugative_Element
	Unknown
-ICEberg|1130|ICEKpn34618-1|GenBank|CP010392.1|739242..794184	Integrative_Conjugative_Element
	Unknown
-ICEberg|1131|ICEKpn459-1|GenBank|CP018306.1|978886..1036934	Integrative_Conjugative_Element
	Unknown
-ICEberg|1132|ICEKpn4743-1|GenBank|CP033625.1|1858533..1923082	Integrative_Conjugative_Element
	Unknown
-ICEberg|1133|ICEKpn4928STDY7387736-1|GenBank|LR607362.1|780300..825052	Integrative_Conjugative_Element
	Unknown
-ICEberg|1134|ICEKpn4928STDY7387808-1|GenBank|LR607368.1|2908121..2972669	Integrative_Conjugative_Element
	Unknown
-ICEberg|1135|ICEKpn500_1420-1|GenBank|CP011980.1|740488..777550	Integrative_Conjugative_Element
	Unknown
-ICEberg|1136|ICEKpn6-1|GenBank|CP034316.1|4450090..4542433	Integrative_Conjugative_Element
	Unknown
-ICEberg|1137|ICEKpn675920-1|GenBank|CP033242.1|4891492..4947272	Integrative_Conjugative_Element
	Unknown
-ICEberg|1138|ICEKpn704SK6-1|GenBank|CP022143.1|4913786..4962497	Integrative_Conjugative_Element
	Unknown
-ICEberg|1139|ICEKpn721005-1|GenBank|CP022997.1|4471158..4526100	Integrative_Conjugative_Element
	Unknown
-ICEberg|113|ICESb1|GenBank|FN298494|1785..111202	Integrative_Conjugative_Element
	Unknown
-ICEberg|1140|ICEKpn911021-1|GenBank|CP022882.1|3249582..3302189	Integrative_Conjugative_Element
	Unknown
-ICEberg|1141|ICEKpnAATZP-1|GenBank|CP014755.1|3402361..3466910	Integrative_Conjugative_Element
	Unknown
-ICEberg|1142|ICEKpnABFPV-1|GenBank|CP036442.1|3553191..3611389	Integrative_Conjugative_Element
	Unknown
-ICEberg|1143|ICEKpnAP8555-1|GenBank|CP035383.1|4780731..4863403	Integrative_Conjugative_Element
	Unknown
-ICEberg|1144|ICEKpnAR_0047-1|GenBank|CP021539.1|5017266..5075313	Integrative_Conjugative_Element
	Unknown
-ICEberg|1145|ICEKpnAR_0049-1|GenBank|CP018816.1|1497597..1552539	Integrative_Conjugative_Element
	Unknown
-ICEberg|1146|ICEKpnAR_0075-1|GenBank|CP032185.1|2959067..3023602	Integrative_Conjugative_Element
	Unknown
-ICEberg|1147|ICEKpnAR_0076-1|GenBank|CP032167.1|1396218..1438248	Integrative_Conjugative_Element
	Unknown
-ICEberg|1148|ICEKpnAR_0079-1|GenBank|CP028994.1|3941145..4033488	Integrative_Conjugative_Element
	Unknown
-ICEberg|1149|ICEKpnAR_0079-2|GenBank|CP028994.1|5226674..5284721	Integrative_Conjugative_Element
	Unknown
-ICEberg|114|ICESb2|GenBank|FN669609|564..84432	Integrative_Conjugative_Element
	Unknown
-ICEberg|1150|ICEKpnAR_0087-1|GenBank|CP029738.1|3997336..4078188	Integrative_Conjugative_Element
	Unknown
-ICEberg|1151|ICEKpnAR_0098-1|GenBank|CP020108.1|3541597..3596539	Integrative_Conjugative_Element
	Unknown
-ICEberg|1152|ICEKpnAR_0112-1|GenBank|CP021549.1|4155708..4213755	Integrative_Conjugative_Element
	Unknown
-ICEberg|1153|ICEKpnAR_0113-1|GenBank|CP021751.1|4479005..4537051	Integrative_Conjugative_Element
	Unknown
-ICEberg|1154|ICEKpnAR_0115-1|GenBank|CP020071.1|476838..534885	Integrative_Conjugative_Element
	Unknown
-ICEberg|1155|ICEKpnAR_0120-1|GenBank|CP021833.1|2107421..2245029	Integrative_Conjugative_Element
	Unknown
-ICEberg|1156|ICEKpnAR_0120-2|GenBank|CP021833.1|3359975..3418022	Integrative_Conjugative_Element
	Unknown
-ICEberg|1157|ICEKpnAR_0125-1|GenBank|CP021859.1|2303268..2361315	Integrative_Conjugative_Element
	Unknown
-ICEberg|1158|ICEKpnAR_0126-1|GenBank|CP021740.1|4137547..4195745	Integrative_Conjugative_Element
	Unknown
-ICEberg|1159|ICEKpnAR_0129-1|GenBank|CP021718.1|3271274..3329320	Integrative_Conjugative_Element
	Unknown
-ICEberg|115|ICESe3|GenBank|FN298495|28577..133063	Integrative_Conjugative_Element
	Unknown
-ICEberg|1160|ICEKpnAR_0135-1|GenBank|CP032178.1|5331010..5395559	Integrative_Conjugative_Element
	Unknown
-ICEberg|1161|ICEKpnAR_0138-1|GenBank|CP021757.1|1252085..1310283	Integrative_Conjugative_Element
	Unknown
-ICEberg|1162|ICEKpnAR_0139-1|GenBank|CP021960.1|5228915..5298133	Integrative_Conjugative_Element
	Unknown
-ICEberg|1163|ICEKpnAR_0145-1|GenBank|CP021939.1|4222584..4287133	Integrative_Conjugative_Element
	Unknown
-ICEberg|1164|ICEKpnAR_0146-1|GenBank|CP021685.1|194506..289311	Integrative_Conjugative_Element
	Unknown
-ICEberg|1165|ICEKpnAR_0146-2|GenBank|CP021685.1|1297863..1356976	Integrative_Conjugative_Element
	Unknown
-ICEberg|1166|ICEKpnAR_0148-1|GenBank|CP021950.1|4078191..4133133	Integrative_Conjugative_Element
	Unknown
-ICEberg|1167|ICEKpnAR_0152-1|GenBank|CP021944.1|376688..441237	Integrative_Conjugative_Element
	Unknown
-ICEberg|1168|ICEKpnAR_0153-1|GenBank|CP028932.1|956807..1023030	Integrative_Conjugative_Element
	Unknown
-ICEberg|1169|ICEKpnAR_0160-1|GenBank|CP032175.1|218847..277822	Integrative_Conjugative_Element
	Unknown
-ICEberg|1170|ICEKpnAR_0361-1|GenBank|CP027160.1|3450254..3509502	Integrative_Conjugative_Element
	Unknown
-ICEberg|1171|ICEKpnAR_0363-1|GenBank|CP027146.1|3001647..3056589	Integrative_Conjugative_Element
	Unknown
-ICEberg|1172|ICEKpnAR_362-1|GenBank|CP030341.1|1033304..1088246	Integrative_Conjugative_Element
	Unknown
-ICEberg|1173|ICEKpnAR438-1|GenBank|CP029099.1|742744..797686	Integrative_Conjugative_Element
	Unknown
-ICEberg|1174|ICEKpnATCCBAA-2146-1|GenBank|CP006659.2|4603840..4661887	Integrative_Conjugative_Element
	Unknown
-ICEberg|1175|ICEKpnAUSMDU00003562-1|GenBank|CP025005.1|741716..796658	Integrative_Conjugative_Element
	Unknown
-ICEberg|1176|ICEKpnAUSMDU00008079-1|GenBank|CP022691.2|740471..795413	Integrative_Conjugative_Element
	Unknown
-ICEberg|1177|ICEKpnAUSMDU00008119-1|GenBank|CP025008.1|740520..795462	Integrative_Conjugative_Element
	Unknown
-ICEberg|1178|ICEKpnB12-AN-1|GenBank|CP026155.1|739377..794319	Integrative_Conjugative_Element
	Unknown
-ICEberg|1179|ICEKpnB12-AN-2|GenBank|CP026155.1|1623163..1861329	Integrative_Conjugative_Element
	Unknown
-ICEberg|1180|ICEKpnBA1559-1|GenBank|CP036187.1|2427452..2485650	Integrative_Conjugative_Element
	Unknown
-ICEberg|1181|ICEKpnBA28434-1|GenBank|CP036327.1|2184762..2287697	Integrative_Conjugative_Element
	Unknown
-ICEberg|1182|ICEKpnBA33875-1|GenBank|CP035179.1|75155..139692	Integrative_Conjugative_Element
	Unknown
-ICEberg|1183|ICEKpnBIC-1-1|GenBank|CP022573.1|3423281..3478223	Integrative_Conjugative_Element
	Unknown
-ICEberg|1184|ICEKpnBJCFK909-1|GenBank|CP034123.1|745498..802416	Integrative_Conjugative_Element
	Unknown
-ICEberg|1185|ICEKpnBK13043-1|GenBank|CP020837.1|3627680..3765297	Integrative_Conjugative_Element
	Unknown
-ICEberg|1186|ICEKpnBK13043-2|GenBank|CP020837.1|4880222..4938269	Integrative_Conjugative_Element
	Unknown
-ICEberg|1187|ICEKpnBP327-1|GenBank|CP036335.1|418812..477010	Integrative_Conjugative_Element
	Unknown
-ICEberg|1188|ICEKpnBR-1|GenBank|CP015990.1|1825388..1917731	Integrative_Conjugative_Element
	Unknown
-ICEberg|1189|ICEKpnBR21-1|GenBank|CP018885.1|649923..707969	Integrative_Conjugative_Element
	Unknown
-ICEberg|118|pSA1|GenBank|NC_002112|1..9014	Integrative_Conjugative_Element
	Unknown
-ICEberg|1190|ICEKpnBR7-1|GenBank|CP018883.1|4606800..4661742	Integrative_Conjugative_Element
	Unknown
-ICEberg|1191|ICEKpnBWHC1-1|GenBank|CP020498.1|741248..796190	Integrative_Conjugative_Element
	Unknown
-ICEberg|1192|ICEKpnC1398-1|GenBank|CP034420.1|3952975..4007916	Integrative_Conjugative_Element
	Unknown
-ICEberg|1193|ICEKpnC2414-1|GenBank|CP039819.1|885731..941871	Integrative_Conjugative_Element
	Unknown
-ICEberg|1194|ICEKpnC2660-1|GenBank|CP039808.1|745714..803055	Integrative_Conjugative_Element
	Unknown
-ICEberg|1195|ICEKpnC789-1|GenBank|CP034415.1|744981..801122	Integrative_Conjugative_Element
	Unknown
-ICEberg|1196|ICEKpnCAV1016-1|GenBank|CP017934.1|5160854..5219052	Integrative_Conjugative_Element
	Unknown
-ICEberg|1197|ICEKpnCAV1042-1|GenBank|CP018671.1|3304588..3407367	Integrative_Conjugative_Element
	Unknown
-ICEberg|1198|ICEKpnCAV1217-1|GenBank|CP018676.1|1870285..1929398	Integrative_Conjugative_Element
	Unknown
-ICEberg|1199|ICEKpnCAV1392-2|GenBank|CP011578.1|2652535..2710583	Integrative_Conjugative_Element
	Unknown
-ICEberg|1200|ICEKpnCAV1417-1|GenBank|CP018352.1|4189070..4245078	Integrative_Conjugative_Element
	Unknown
-ICEberg|1201|ICEKpnCAV1453-1|GenBank|CP018356.1|3731253..3789300	Integrative_Conjugative_Element
	Unknown
-ICEberg|1202|ICEKpnCAV1596-1|GenBank|CP011647.1|348315..406362	Integrative_Conjugative_Element
	Unknown
-ICEberg|1203|ICEKpnCCRI-22199-1|GenBank|CP035540.1|739390..794331	Integrative_Conjugative_Element
	Unknown
-ICEberg|1204|ICEKpnCCUG70747-1|GenBank|CP023441.1|5124948..5184247	Integrative_Conjugative_Element
	Unknown
-ICEberg|1205|ICEKpnCFSAN054110-1|GenBank|CP028180.1|854187..909129	Integrative_Conjugative_Element
	Unknown
-ICEberg|1206|ICEKpnCR14-1|GenBank|CP015392.1|747023..803271	Integrative_Conjugative_Element
	Unknown
-ICEberg|1207|ICEKpnCR14-2|GenBank|CP015392.1|1776406..1984641	Integrative_Conjugative_Element
	Unknown
-ICEberg|1208|ICEKpnCR-HvKP1-1|GenBank|CP040533.1|717641..772582	Integrative_Conjugative_Element
	Unknown
-ICEberg|1209|ICEKpnCR-HvKP4-1|GenBank|CP040539.1|2291829..2346770	Integrative_Conjugative_Element
	Unknown
-ICEberg|1210|ICEKpnCR-HvKP5-1|GenBank|CP040545.1|717397..772338	Integrative_Conjugative_Element
	Unknown
-ICEberg|1211|ICEKpnCRK0298-1|GenBank|CP034039.1|747649..803897	Integrative_Conjugative_Element
	Unknown
-ICEberg|1212|ICEKpnCRKP-1215-1|GenBank|CP024838.1|4055060..4113257	Integrative_Conjugative_Element
	Unknown
-ICEberg|1213|ICEKpnCRKP-2297-1|GenBank|CP024834.1|1396154..1454352	Integrative_Conjugative_Element
	Unknown
-ICEberg|1214|ICEKpnCRKP-I-1|GenBank|CP037927.1|3417673..3479838	Integrative_Conjugative_Element
	Unknown
-ICEberg|1215|ICEKpnCRKP-I-2|GenBank|CP037927.1|4486964..4546077	Integrative_Conjugative_Element
	Unknown
-ICEberg|1216|ICEKpnD1-1|GenBank|CP043969.1|1848470..1906517	Integrative_Conjugative_Element
	Unknown
-ICEberg|1217|ICEKpnDA33140-1|GenBank|CP029582.1|100348..199274	Integrative_Conjugative_Element
	Unknown
-ICEberg|1218|ICEKpnDA48896-1|GenBank|CP024429.1|3415712..3473910	Integrative_Conjugative_Element
	Unknown
-ICEberg|1219|ICEKpnDMC1097-1|GenBank|CP011976.1|739395..794337	Integrative_Conjugative_Element
	Unknown
-ICEberg|1220|ICEKpnED2-1|GenBank|CP016813.1|566079..645236	Integrative_Conjugative_Element
	Unknown
-ICEberg|1221|ICEKpnED23-1|GenBank|CP016814.1|566086..645243	Integrative_Conjugative_Element
	Unknown
-ICEberg|1222|ICEKpnF1-1|GenBank|CP026130.1|745273..801414	Integrative_Conjugative_Element
	Unknown
-ICEberg|1223|ICEKpnF127-1|GenBank|CP026140.1|745273..801414	Integrative_Conjugative_Element
	Unknown
-ICEberg|1224|ICEKpnF132-1|GenBank|CP026145.1|745382..801521	Integrative_Conjugative_Element
	Unknown
-ICEberg|1225|ICEKpnF138-1|GenBank|CP026149.1|746179..802319	Integrative_Conjugative_Element
	Unknown
-ICEberg|1226|ICEKpnF44-1|GenBank|CP025461.1|4660105..4718979	Integrative_Conjugative_Element
	Unknown
-ICEberg|1227|ICEKpnF5-1|GenBank|CP026132.1|745401..801542	Integrative_Conjugative_Element
	Unknown
-ICEberg|1228|ICEKpnF77-1|GenBank|CP026136.1|745404..801545	Integrative_Conjugative_Element
	Unknown
-ICEberg|1229|ICEKpnFDAARGOS_443-1|GenBank|CP023933.1|1345661..1403707	Integrative_Conjugative_Element
	Unknown
-ICEberg|122|pMEA100|GenBank|EU149765|1..23290	Integrative_Conjugative_Element
	Unknown
-ICEberg|1230|ICEKpnFDAARGOS_444-1|GenBank|CP023941.1|643845..699986	Integrative_Conjugative_Element
	Unknown
-ICEberg|1231|ICEKpnFDAARGOS_446-1|GenBank|CP023946.1|2616393..2680942	Integrative_Conjugative_Element
	Unknown
-ICEberg|1232|ICEKpnFDAARGOS_447-1|GenBank|CP023949.1|1781989..1840185	Integrative_Conjugative_Element
	Unknown
-ICEberg|1233|ICEKpnFDAARGOS_531-1|GenBank|CP033777.1|2510771..2575351	Integrative_Conjugative_Element
	Unknown
-ICEberg|1234|ICEKpnFDAARGOS_566-1|GenBank|CP033756.1|1823158..1880880	Integrative_Conjugative_Element
	Unknown
-ICEberg|1235|ICEKpnFDAARGOS_629-1|GenBank|CP044047.1|2916697..3020864	Integrative_Conjugative_Element
	Unknown
-ICEberg|1236|ICEKpnFDAARGOS_775-1|GenBank|CP040993.1|4552091..4690416	Integrative_Conjugative_Element
	Unknown
-ICEberg|1237|ICEKpnGD4-1|GenBank|CP025951.1|4672706..4729913	Integrative_Conjugative_Element
	Unknown
-ICEberg|1238|ICEKpnGSU10-3DNA-1|GenBank|AP018671.1|745723..801440	Integrative_Conjugative_Element
	Unknown
-ICEberg|1239|ICEKpnHK787-1|GenBank|CP006738.1|1804046..1866227	Integrative_Conjugative_Element
	Unknown
-ICEberg|1240|ICEKpnHS102438-1|GenBank|CP025633.1|533454..612611	Integrative_Conjugative_Element
	Unknown
-ICEberg|1241|ICEKpnHS102438-2|GenBank|CP025633.1|2106923..2253927	Integrative_Conjugative_Element
	Unknown
-ICEberg|1242|ICEKpn1084-1|GenBank|NC_018522.1|1608318..1882592	Integrative_Conjugative_Element
	Unknown
-ICEberg|1243|ICEKpn1084-2|GenBank|NC_018522.1|4708366..4787521	Integrative_Conjugative_Element
	Unknown
-ICEberg|1244|ICEKpnINF042-1|GenBank|CP024542.1|1787299..1845496	Integrative_Conjugative_Element
	Unknown
-ICEberg|1245|ICEKpnINF059-1|GenBank|CP024545.1|1787299..1845496	Integrative_Conjugative_Element
	Unknown
-ICEberg|1246|ICEKpnINF125-1|GenBank|CP031795.1|1818220..1876418	Integrative_Conjugative_Element
	Unknown
-ICEberg|1247|ICEKpnINF157-1|GenBank|CP024528.1|1768053..1826013	Integrative_Conjugative_Element
	Unknown
-ICEberg|1248|ICEKpnINF158-1|GenBank|CP024521.1|440249..498209	Integrative_Conjugative_Element
	Unknown
-ICEberg|1249|ICEKpnINF163-1|GenBank|CP024549.1|1768819..1826779	Integrative_Conjugative_Element
	Unknown
-ICEberg|124|pRS01|GenBank|U50902|1..12851	Integrative_Conjugative_Element
	Unknown
-ICEberg|1250|ICEKpnINF164-1|GenBank|CP024556.1|1769048..1827008	Integrative_Conjugative_Element
	Unknown
-ICEberg|1251|ICEKpnINF237-1|GenBank|CP032833.1|440905..498547	Integrative_Conjugative_Element
	Unknown
-ICEberg|1252|ICEKpnINF249-1|GenBank|CP024489.1|724822..832258	Integrative_Conjugative_Element
	Unknown
-ICEberg|1253|ICEKpnINF249-2|GenBank|CP024489.1|5079347..5289591	Integrative_Conjugative_Element
	Unknown
-ICEberg|1254|ICEKpnINF274-1|GenBank|CP024570.1|2862451..2960221	Integrative_Conjugative_Element
	Unknown
-ICEberg|1255|ICEKpnINF278-1|GenBank|CP024563.1|2862451..2960221	Integrative_Conjugative_Element
	Unknown
-ICEberg|1256|ICEKpnINF322-1|GenBank|CP024482.1|724820..832256	Integrative_Conjugative_Element
	Unknown
-ICEberg|1257|ICEKpnJM45-1|GenBank|NC_022082.1|780389..835331	Integrative_Conjugative_Element
	Unknown
-ICEberg|1258|ICEKpnJS187-1|GenBank|CP025466.1|3461882..3524047	Integrative_Conjugative_Element
	Unknown
-ICEberg|1259|ICEKpnJS187-2|GenBank|CP025466.1|4565787..4623834	Integrative_Conjugative_Element
	Unknown
-ICEberg|1260|ICEKpnJUNP254-1|GenBank|AP021880.1|1865136..1929396	Integrative_Conjugative_Element
	Unknown
-ICEberg|1261|ICEKpnK2044-1|GenBank|CP026011.1|4568897..4648054	Integrative_Conjugative_Element
	Unknown
-ICEberg|1262|ICEKpnK2606-1|GenBank|CP047633.1|1670024..1877802	Integrative_Conjugative_Element
	Unknown
-ICEberg|1263|ICEKpnK66-45-1|GenBank|CP020901.1|5237175..5292117	Integrative_Conjugative_Element
	Unknown
-ICEberg|1264|ICEKpnKLP268-1|GenBank|CP043047.1|59825..192847	Integrative_Conjugative_Element
	Unknown
-ICEberg|1265|ICEKpnKp_Goe_121641-1|GenBank|CP018735.1|1880423..1944972	Integrative_Conjugative_Element
	Unknown
-ICEberg|1266|ICEKpnKp_Goe_154414-1|GenBank|CP018337.1|738388..794636	Integrative_Conjugative_Element
	Unknown
-ICEberg|1267|ICEKpnKp_Goe_154414-2|GenBank|CP018337.1|1802309..1864490	Integrative_Conjugative_Element
	Unknown
-ICEberg|1268|ICEKpnKp_Goe_33208-1|GenBank|CP018447.1|1859322..1923871	Integrative_Conjugative_Element
	Unknown
-ICEberg|1269|ICEKpnKp_Goe_62629-1|GenBank|CP018364.1|744148..799089	Integrative_Conjugative_Element
	Unknown
-ICEberg|126|ICEKp1|GenBank|AP006725|3395836..3471770	Integrative_Conjugative_Element
	Unknown
-ICEberg|1270|ICEKpnKp_Goe_71070-1|GenBank|CP018450.1|1859309..1923858	Integrative_Conjugative_Element
	Unknown
-ICEberg|1271|ICEKpnKp_Goe_821588-1|GenBank|CP018692.1|738966..795214	Integrative_Conjugative_Element
	Unknown
-ICEberg|1272|ICEKpnKp_Goe_821588-2|GenBank|CP018692.1|1803094..1867643	Integrative_Conjugative_Element
	Unknown
-ICEberg|1273|ICEKpnKp_Goe_822579-1|GenBank|CP018140.1|1829156..1892707	Integrative_Conjugative_Element
	Unknown
-ICEberg|1274|ICEKpnKp_Goe_822917-1|GenBank|CP018438.1|738966..795214	Integrative_Conjugative_Element
	Unknown
-ICEberg|1275|ICEKpnKp_Goe_822917-2|GenBank|CP018438.1|1802317..1866866	Integrative_Conjugative_Element
	Unknown
-ICEberg|1276|ICEKpnKP_NORM_BLD_2014_104014-1|GenBank|CP034045.1|1831053..1889250	Integrative_Conjugative_Element
	Unknown
-ICEberg|1277|ICEKpnKP_NORM_BLD_2015_112126-1|GenBank|CP034053.1|1796023..1854221	Integrative_Conjugative_Element
	Unknown
-ICEberg|1278|ICEKpnKP11-1|GenBank|CP025092.1|2660688..2737306	Integrative_Conjugative_Element
	Unknown
-ICEberg|1279|ICEKpnKP14-1|GenBank|CP025093.1|1787792..1891837	Integrative_Conjugative_Element
	Unknown
-ICEberg|127|ICEKpn342-1|GenBank|CP000964|1810666..1880895	Integrative_Conjugative_Element
	Unknown
-ICEberg|1280|ICEKpnKP17-15-1|GenBank|CP034076.1|1819752..1918788	Integrative_Conjugative_Element
	Unknown
-ICEberg|1281|ICEKpnKP17-16-1|GenBank|CP034077.1|1819752..1918788	Integrative_Conjugative_Element
	Unknown
-ICEberg|1282|ICEKpnKP18-2079-1|GenBank|CP048933.1|744196..800337	Integrative_Conjugative_Element
	Unknown
-ICEberg|1283|ICEKpnKP18-29-1|GenBank|CP034249.1|741300..796243	Integrative_Conjugative_Element
	Unknown
-ICEberg|1284|ICEKpnKP18-3-8-1|GenBank|CP048430.1|4049956..4109979	Integrative_Conjugative_Element
	Unknown
-ICEberg|1285|ICEKpnKP19-2029-1|GenBank|CP047160.1|1275102..1331243	Integrative_Conjugative_Element
	Unknown
-ICEberg|1286|ICEKpnKp202-1|GenBank|CP041082.1|1852482..1917028	Integrative_Conjugative_Element
	Unknown
-ICEberg|1287|ICEKpnKP30835-1|GenBank|CP027697.1|4516859..4574890	Integrative_Conjugative_Element
	Unknown
-ICEberg|1288|ICEKpnKP36-1|GenBank|CP017385.1|3417013..3481562	Integrative_Conjugative_Element
	Unknown
-ICEberg|1289|ICEKpnKp36-1|GenBank|CP047192.1|778614..834755	Integrative_Conjugative_Element
	Unknown
-ICEberg|128|ICEDdaEch586-1|GenBank|CP001836|2972027..3023093	Integrative_Conjugative_Element
	Unknown
-ICEberg|1290|ICEKpnKP38731-1|GenBank|CP014294.1|692592..747521	Integrative_Conjugative_Element
	Unknown
-ICEberg|1291|ICEKpnKP38731-2|GenBank|CP014294.1|1784338..1842517	Integrative_Conjugative_Element
	Unknown
-ICEberg|1292|ICEKpnKp52.145-1|GenBank|FO834906.1|3678598..3813272	Integrative_Conjugative_Element
	Unknown
-ICEberg|1293|ICEKpnKP58-1|GenBank|CP041373.1|744262..801180	Integrative_Conjugative_Element
	Unknown
-ICEberg|1294|ICEKpnKp589-1|GenBank|CP028816.1|739279..788741	Integrative_Conjugative_Element
	Unknown
-ICEberg|1295|ICEKpnKp589-2|GenBank|CP028816.1|1643344..1911307	Integrative_Conjugative_Element
	Unknown
-ICEberg|1296|ICEKpnKP6-1|GenBank|CP025087.1|302229..381386	Integrative_Conjugative_Element
	Unknown
-ICEberg|1297|ICEKpnKP65-1|GenBank|CP044258.1|748128..803069	Integrative_Conjugative_Element
	Unknown
-ICEberg|1298|ICEKpnKP69-1|GenBank|CP025456.1|4694765..4752811	Integrative_Conjugative_Element
	Unknown
-ICEberg|1299|ICEKpnKP7-1|GenBank|CP025088.1|306011..385168	Integrative_Conjugative_Element
	Unknown
-ICEberg|129|ICEEcoED1a-1|GenBank|CU928162|2164157..2222338	Integrative_Conjugative_Element
	Unknown
-ICEberg|12|ICEVchBan5|GenBank|GQ463140|1..102122	Integrative_Conjugative_Element
	Unknown
-ICEberg|1300|ICEKpnKP7-2|GenBank|CP025088.1|3276885..3375968	Integrative_Conjugative_Element
	Unknown
-ICEberg|1301|ICEKpnKp8701-1|GenBank|CP049604.1|4354746..4397516	Integrative_Conjugative_Element
	Unknown
-ICEberg|1302|ICEKpnKP-8788-1|GenBank|CP037928.1|743014..800356	Integrative_Conjugative_Element
	Unknown
-ICEberg|1303|ICEKpnKP9-1|GenBank|CP025090.1|139457..232039	Integrative_Conjugative_Element
	Unknown
-ICEberg|1304|ICEKpnKPC160117-1|GenBank|CP040033.1|739321..794263	Integrative_Conjugative_Element
	Unknown
-ICEberg|1305|ICEKpnKPC160121-1|GenBank|CP040028.1|739321..794263	Integrative_Conjugative_Element
	Unknown
-ICEberg|1306|ICEKpnKPC160125-1|GenBank|CP040038.1|2382004..2474347	Integrative_Conjugative_Element
	Unknown
-ICEberg|1307|ICEKpnKPC160125-2|GenBank|CP040038.1|3572404..3630451	Integrative_Conjugative_Element
	Unknown
-ICEberg|1308|ICEKpnKPC160132-1|GenBank|CP040023.1|739334..794276	Integrative_Conjugative_Element
	Unknown
-ICEberg|1309|ICEKpnKPC2-1|GenBank|LR130548.1|740471..795413	Integrative_Conjugative_Element
	Unknown
-ICEberg|130|ICECkoBAA-1|GenBank|CP000822|816173..919555	Integrative_Conjugative_Element
	Unknown
-ICEberg|1310|ICEKpnKPHS1249-1|GenBank|CP027189.1|205362..284519	Integrative_Conjugative_Element
	Unknown
-ICEberg|1311|ICEKpnKPN_KPC_HUG_07-1|GenBank|CP019772.1|830383..888429	Integrative_Conjugative_Element
	Unknown
-ICEberg|1312|ICEKpnkpn154-1|GenBank|LR745042.1|1803028..1865205	Integrative_Conjugative_Element
	Unknown
